transaction_id,user_id,amount,hour,device_mobile,device_desktop,device_tablet,country,ip_entropy,session_length,items_in_cart,is_guest,speed_score,timestamp
txn_25,1883,42.39,2,0,1,0,DE,0.9758520794625346,217.88733576910687,2,0,48.063696238358204,2025-09-24 08:02:12.323702
txn_26,1345,2.05,20,1,0,0,US,0.6884999007653664,17.986662278610854,2,0,52.69007539978945,2025-10-04 13:02:46.323702
txn_27,1789,104.76,2,1,0,0,IN,0.7578461104643691,4.349423916241283,0,0,71.40048290211959,2025-10-09 21:30:37.323702
txn_28,1452,51.42,15,0,1,0,IN,0.4646738129396114,314.75271373418883,0,1,46.24181784879569,2025-09-30 12:56:33.323702
txn_29,1607,155.31,4,0,1,0,GB,0.9438916045607572,866.0719551112006,5,1,53.693010443764734,2025-09-24 13:18:08.323702
txn_30,1612,78.67,0,0,0,1,CN,0.19579113478929644,21.565246590947105,0,0,52.023248129600084,2025-09-18 11:28:33.323702
txn_31,1775,38.94,9,1,0,0,FR,0.28185477477339993,37.72503594873229,5,0,43.38358229670604,2025-10-02 19:25:23.323702
txn_32,1191,68.63,2,1,0,0,IN,0.7764129607419968,125.02010127922594,5,1,62.36851291072072,2025-10-10 00:59:44.323702
txn_33,1018,39.44,11,0,0,1,FR,0.3549051904627206,942.580581894095,3,0,49.81564765307945,2025-09-13 23:41:22.323702
txn_34,1947,89.31,3,0,0,1,FR,0.11346460201744801,801.7865544140752,2,1,67.24360689484627,2025-09-20 06:00:15.323702
txn_35,1008,114.67,11,0,1,0,FR,0.4260914750469411,75.5309778072451,2,0,52.89908451351197,2025-09-25 07:48:56.323702
txn_36,1647,37.51,0,0,1,0,IN,0.9076937063485463,268.86463283584203,2,0,39.43151526155746,2025-10-02 03:19:04.323702
txn_37,1038,45.6,12,1,0,0,US,0.05630327568183735,37.947298779351364,0,0,57.86361400061211,2025-09-22 03:34:16.323702
txn_38,1972,21.69,16,1,0,0,US,0.436335831606556,486.0120489977922,3,1,48.10236310196267,2025-10-05 21:44:08.323702
txn_39,1531,6.27,14,0,1,0,GB,0.45454106476777323,296.3022519024066,2,0,52.7890081005055,2025-09-30 01:28:59.323702
txn_40,1783,176.77,11,1,0,0,IN,0.16967990389556553,312.2573231832622,1,0,34.97615658221133,2025-10-05 01:10:56.323702
txn_41,1501,2.63,8,1,0,0,FR,0.6847311725538793,53.242096230146515,5,1,42.26166567157591,2025-09-26 01:18:06.323702
txn_42,1004,2.14,0,0,1,0,US,0.9852860506655043,141.8369577247047,4,0,52.1654542692682,2025-10-02 12:39:18.323702
txn_43,1862,110.87,2,1,0,0,DE,0.944765729882428,568.4316044127737,1,0,44.04749314213907,2025-09-25 00:19:26.323702
txn_44,1716,18.58,0,0,1,0,GB,0.3581627180328405,36.16173641954078,4,0,60.080023128152135,2025-10-02 17:27:30.323702
txn_45,1400,11.51,14,1,0,0,FR,0.6393613569742423,490.4954432578372,5,0,51.545770960769275,2025-09-11 00:29:59.323702
txn_46,1248,585.9513401207151,23,0,0,1,IN,0.0009697202380226489,3.8140595480479824,33,0,34.19117127282453,2025-10-03 12:42:37.323702
txn_47,1746,69.33,10,1,0,0,IN,0.12804583895777244,49.42797046700189,1,0,61.36581813201699,2025-09-14 12:59:14.323702
txn_48,1194,165.92,17,0,1,0,IN,0.8217906368444492,126.97386019546158,1,0,26.882234619321014,2025-10-10 05:01:13.323702
txn_49,1944,56.0,12,1,0,0,IN,0.4811453940562932,349.21869594365995,1,0,54.56940836014349,2025-09-15 10:23:29.323702
txn_50,1803,131.27,16,1,0,0,BR,0.5365906459873325,773.2714654935737,2,1,52.68944155748906,2025-09-11 08:09:52.323702
txn_51,1750,2.48,17,1,0,0,US,0.24247050363472966,94.10238356356315,1,0,42.13012419675975,2025-09-15 10:20:04.323702
txn_52,1085,31.74,11,1,0,0,IN,0.47396994143055615,131.6000057320407,3,0,64.47693989410266,2025-09-12 08:02:26.323702
txn_53,1612,36.09,1,1,0,0,US,0.330348481280914,814.0326202564977,0,0,69.50047220188912,2025-10-04 17:18:45.323702
txn_54,1502,53.52,10,1,0,0,FR,0.05565348935697534,554.1449366887043,0,0,51.20441589959182,2025-09-20 18:05:36.323702
txn_55,1003,1.0,21,1,0,0,IN,0.668643219924431,795.1155284879866,2,1,59.06871947242428,2025-09-14 22:38:45.323702
txn_56,1409,31.29,18,1,0,0,DE,0.5298400231811167,368.51048635461194,1,0,47.70750006249146,2025-10-04 04:36:08.323702
txn_57,1672,36.87,23,1,0,0,IN,0.9899602323899452,116.73900675582607,3,0,54.39962914560223,2025-09-23 16:49:28.323702
txn_58,1605,9.03,4,0,1,0,BR,0.12429722348554473,393.76540903815226,2,1,61.58755504154358,2025-10-04 15:32:03.323702
txn_59,1778,126.88,13,0,1,0,FR,0.1864049867881441,80.63522923570383,3,0,51.27536834418664,2025-09-28 05:05:31.323702
txn_60,1690,78.27,0,0,1,0,US,0.2322126951468173,689.5019548651751,3,0,50.86919481210211,2025-09-23 00:00:17.323702
txn_61,1447,14.59,14,0,1,0,US,0.8938925830509576,466.1970041088216,1,0,55.5434479673013,2025-09-13 11:23:06.323702
txn_62,1253,18.31,1,0,1,0,CN,0.34208174871590746,516.5423890623009,0,1,47.11817825542088,2025-09-19 21:52:30.323702
txn_63,1647,12.99,14,1,0,0,DE,0.012203072318044517,273.72151318802014,5,0,40.08242541024059,2025-10-06 05:56:28.323702
txn_64,1345,235.43,11,0,0,1,IN,0.1007946030158865,88.72053615430512,2,1,59.695447483409716,2025-09-20 07:56:12.323702
txn_65,1377,5.71,18,0,1,0,CN,0.9255685129067763,179.8092888910853,0,1,56.66712080526834,2025-10-09 06:31:41.323702
txn_66,1419,10.65,0,0,1,0,US,0.5912754357449292,152.74945302270407,0,0,39.77243947962468,2025-09-26 13:54:42.323702
txn_67,1601,201.91,1,1,0,0,US,0.9184547249393011,265.3418673842118,0,1,31.43229290041987,2025-10-01 21:09:25.323702
txn_68,1663,68.95,19,1,0,0,CN,0.3623938991166331,260.6707151355816,1,0,46.62161053577763,2025-09-21 11:37:03.323702
txn_69,1062,461.45,16,1,0,0,IN,0.3973181154575979,166.95036826718712,2,0,34.320275620462695,2025-09-21 13:22:37.323702
txn_70,1143,66.56,17,1,0,0,DE,0.5276477301447858,229.3645293391548,3,0,50.43169110893698,2025-09-29 00:48:49.323702
txn_71,1978,82.63,0,1,0,0,IN,0.7159722288473975,322.6949346952607,0,0,47.33437983383465,2025-10-09 22:13:20.323702
txn_72,1766,1.59,21,1,0,0,US,0.887460482513503,244.06716886765392,7,0,43.94971154593866,2025-09-19 12:26:25.323702
txn_73,1774,106.52,20,1,0,0,IN,0.5830415609696922,164.15589551034012,3,0,46.36362134557392,2025-09-18 09:05:40.323702
txn_74,1118,24.96,4,1,0,0,DE,0.36275789466594544,592.1312453878505,3,0,49.55145333723988,2025-09-17 14:48:59.323702
txn_75,1720,53.05,16,1,0,0,US,0.6334782198261473,89.47640397868167,1,1,52.80590882182861,2025-09-25 22:00:33.323702
txn_76,1028,15.07,22,0,1,0,FR,0.5296616786550811,506.30811143166073,1,0,67.95881877239138,2025-10-04 04:12:54.323702
txn_77,1873,12.07,5,0,1,0,IN,0.6330980633574476,204.52798860187696,4,0,49.670836836109565,2025-09-16 06:58:14.323702
txn_78,1291,117.92,20,0,1,0,US,0.915513677291914,383.5365659498832,4,0,51.79842505576577,2025-09-23 08:12:08.323702
txn_79,1243,4.22,12,1,0,0,GB,0.4742373087003696,126.65388557306079,2,0,32.762353710397974,2025-09-25 11:35:48.323702
txn_80,1802,136.79,4,1,0,0,BR,0.005253818558384915,32.64117989734094,4,0,55.548347850651716,2025-09-28 12:58:18.323702
txn_81,1726,103.02,15,0,1,0,IN,0.4894249636431405,75.0039387318367,2,1,61.831301459234325,2025-09-18 18:07:48.323702
txn_82,1400,15.93,20,1,0,0,IN,0.12052257878646444,393.93957037155747,1,0,56.409511401933145,2025-10-01 02:36:55.323702
txn_83,1934,48.58,9,0,1,0,GB,0.36469724945730586,246.7562444839862,3,0,57.430704950150464,2025-10-02 17:57:40.323702
txn_84,1526,130.36,3,0,1,0,IN,0.6258913764370091,651.408497617281,2,1,55.830377362364594,2025-10-04 13:12:39.323702
txn_85,1028,116.6,20,1,0,0,US,0.2716869710690041,152.39259890271524,0,0,49.30415192394828,2025-10-07 21:53:43.323702
txn_86,1388,105.42,16,1,0,0,IN,0.28723899165408173,105.42440691969166,1,0,48.59892471090102,2025-09-14 02:01:46.323702
txn_87,1888,91.07,11,0,0,1,FR,0.25898265160181366,266.42341536069847,6,0,51.431481206464056,2025-09-29 05:54:04.323702
txn_88,1309,74.87,12,1,0,0,IN,0.38409061149124957,11.227063186014638,4,0,55.56580515704162,2025-09-17 13:21:04.323702
txn_89,1489,57.93,17,0,1,0,IN,0.8158331249906178,76.25120017217588,1,0,73.95912757913878,2025-10-10 09:45:17.323702
txn_90,1356,7.68,8,1,0,0,IN,0.4766768283303684,13.617432924207286,1,0,51.17479024825207,2025-10-03 19:13:29.323702
txn_91,1983,23.3,5,1,0,0,DE,0.4958757350787708,25.355834170667563,2,1,52.063475409047555,2025-10-09 08:23:47.323702
txn_92,1300,52.4,18,0,1,0,IN,0.6780161525590636,250.22800231049206,3,1,53.532131821455316,2025-10-05 20:57:52.323702
txn_93,1556,95.65,9,1,0,0,GB,0.1892215397850059,640.2000681278698,3,1,56.19360640651382,2025-10-05 08:42:46.323702
txn_94,1669,191.49,17,0,1,0,FR,0.5074677337608362,1.92190458522455,3,0,54.53994674598371,2025-09-13 12:59:04.323702
txn_95,1325,26.65,6,1,0,0,BR,0.3418721660386861,300.40910920350694,1,1,71.36602094281216,2025-09-21 15:12:27.323702
txn_96,1483,5.62,16,0,1,0,DE,0.4735738884350885,17.899671358877484,0,1,70.14782151658824,2025-09-18 09:41:18.323702
txn_97,1459,1.99,10,0,1,0,IN,0.8187856433570937,87.30980371636245,0,0,42.58134185754012,2025-10-08 02:44:46.323702
txn_98,1515,44.44,12,0,1,0,US,0.8259207657998966,106.30661841939478,3,1,53.864049011249456,2025-10-04 04:10:29.323702
txn_99,1658,25.64,2,1,0,0,IN,0.724422672614117,410.93385985136183,2,0,52.17667525723015,2025-09-13 06:51:23.323702
txn_100,1538,275.85,13,1,0,0,IN,0.15365803816111268,181.37260554551057,1,1,52.37988605769482,2025-09-18 23:11:52.323702
txn_101,1915,127.38,13,1,0,0,GB,0.24753995560337516,245.21384442115166,1,0,46.158078884664356,2025-09-18 23:59:02.323702
txn_102,1385,127.78,10,0,0,1,IN,0.46459859663581016,342.25867789034794,5,1,58.120635203271306,2025-09-20 05:09:38.323702
txn_103,1400,8.68,13,1,0,0,US,0.6181557343181191,363.66699445732144,1,0,58.37336103824764,2025-10-04 04:06:17.323702
txn_104,1224,7.36,12,1,0,0,FR,0.35780135092827137,116.62430387619366,3,0,53.44533554538112,2025-10-01 00:55:26.323702
txn_105,1962,181.24,8,0,0,1,IN,0.5412963353010705,370.3920012183717,5,1,49.51541133664788,2025-10-02 08:45:21.323702
txn_106,1894,82.53,8,1,0,0,US,0.7248265598740583,269.8880902784987,3,0,54.886628004303546,2025-10-07 17:55:18.323702
txn_107,1694,3.57,11,1,0,0,DE,0.22845474133129873,1682.5893696143114,2,0,53.71679774497785,2025-09-19 09:08:21.323702
txn_108,1958,18.21,6,1,0,0,CN,0.727169069766308,407.26137142479655,2,1,34.19983023815213,2025-10-10 10:37:13.323702
txn_109,1511,74.55,14,0,0,1,US,0.2768277972350516,269.2041365822728,2,0,69.27186426301688,2025-09-18 21:49:14.323702
txn_110,1866,119.69,3,0,0,1,IN,0.23754332492387764,1066.2531116584535,2,0,47.23580789666047,2025-10-02 09:52:03.323702
txn_111,1230,35.61,1,1,0,0,GB,0.3121480566964471,152.7710390546178,1,0,60.267943131408956,2025-10-06 18:33:19.323702
txn_112,1951,40.42,22,1,0,0,IN,0.07349674733001266,55.81138203137818,3,0,64.60337868791866,2025-10-08 08:04:11.323702
txn_113,1885,14.68,10,0,1,0,GB,0.4746308757498139,557.697747202845,3,0,58.35544520503032,2025-09-29 22:52:57.323702
txn_114,1333,4.7,4,0,0,1,IN,0.1221099140100268,180.5529744905793,3,0,59.11625186164085,2025-09-24 23:36:35.323702
txn_115,1494,59.01,22,0,1,0,IN,0.029973589872677953,110.42042640413426,2,1,52.874820799048614,2025-10-03 07:35:22.323702
txn_116,1775,13.58,5,0,1,0,IN,0.6926259522261645,546.2612584792937,5,0,51.83982235601797,2025-10-09 15:14:02.323702
txn_117,1146,226.25,13,1,0,0,GB,0.10659303030799072,321.747695539757,1,1,52.229798381959334,2025-10-02 05:08:50.323702
txn_118,1687,111.68,20,1,0,0,DE,0.8785155613013479,155.3250235946108,3,1,61.78072298668276,2025-10-06 05:47:15.323702
txn_119,1821,83.77,20,1,0,0,IN,0.3961726916092554,356.69295060934326,2,0,46.5482553254418,2025-10-09 21:10:45.323702
txn_120,1985,70.76,7,0,1,0,GB,0.46349404380057235,143.30710343396998,3,0,35.39670964396055,2025-10-06 02:57:26.323702
txn_121,1974,61.02,14,1,0,0,US,0.7468757161358227,377.09701948192793,4,1,32.93583884694878,2025-09-21 02:42:31.323702
txn_122,1714,38.25,3,0,0,1,IN,0.10142082844921652,199.5847646698235,1,0,51.4164167244389,2025-09-24 09:15:21.323702
txn_123,1001,25.46,3,0,1,0,US,0.12322265417216605,588.5845900971782,2,1,63.66537346967956,2025-10-09 00:08:55.323702
txn_124,1083,52.86,6,0,1,0,IN,0.526499194153781,35.73789747845905,0,0,74.93186863698331,2025-10-04 07:22:26.323702
txn_125,1782,75.53,9,0,0,1,IN,0.23687055897448206,454.9557887377346,2,0,53.3752636860942,2025-10-08 02:17:12.323702
txn_126,1675,12.97,22,1,0,0,IN,0.7368737449441821,595.8882789635633,1,0,62.116107802550296,2025-09-27 14:39:44.323702
txn_127,1649,23.75,12,1,0,0,US,0.9877855202148873,44.00748378459819,2,1,65.99644328890466,2025-10-08 03:45:14.323702
txn_128,1458,379.15,13,1,0,0,DE,0.5783869170064091,96.12797773500785,0,0,35.200697725341655,2025-09-15 17:57:38.323702
txn_129,1998,5.76,16,0,1,0,GB,0.06993160570943413,306.6355935470423,2,0,42.82945266380932,2025-09-13 21:11:17.323702
txn_130,1129,411.16,1,1,0,0,BR,0.44635235119764216,121.74584853123575,1,1,59.000504964158154,2025-09-13 03:59:00.323702
txn_131,1207,42.14,22,0,1,0,IN,0.664911724487218,476.08279287490507,2,0,56.52266467861128,2025-09-26 02:15:18.323702
txn_132,1979,209.38,11,1,0,0,GB,0.09292914437938993,89.13685558304937,4,0,44.99809192083276,2025-10-08 07:33:38.323702
txn_133,1340,34.01,8,1,0,0,FR,0.2797035384714792,856.2022121586664,2,0,45.58165709971639,2025-10-02 09:38:07.323702
txn_134,1100,39.68,11,0,0,1,IN,0.8174497084911916,143.71248560012916,5,0,54.968292649924834,2025-09-21 02:14:01.323702
txn_135,1205,297.09,9,0,1,0,IN,0.8620144822726226,768.2404345848398,3,0,38.04444794038797,2025-09-29 14:20:02.323702
txn_136,1901,12.66,20,1,0,0,US,0.5061075548467509,79.40511545903006,0,1,52.2920573262992,2025-09-26 18:22:37.323702
txn_137,1531,46.32,5,1,0,0,IN,0.602553163842865,136.14376963180956,2,0,39.841603592298966,2025-09-29 13:03:57.323702
txn_138,1778,112.28,23,1,0,0,US,0.1706647585499984,23.26842624359736,2,0,64.08895742355315,2025-09-21 23:15:31.323702
txn_139,1784,21.18,19,1,0,0,GB,0.8480158852494014,386.55159832942195,3,0,63.2709555038288,2025-10-01 09:16:21.323702
txn_140,1525,15.57,21,0,0,1,IN,0.13380373627948872,162.6848882617874,3,0,59.196652044785196,2025-09-21 07:03:42.323702
txn_141,1212,17.74,4,0,0,1,US,0.1097361986775035,238.19504310050834,2,0,44.8849222869039,2025-09-20 19:06:01.323702
txn_142,1563,22.32,17,1,0,0,IN,0.3944762785700353,184.54864827507697,5,0,56.55603981489871,2025-09-23 21:15:45.323702
txn_143,1955,121.56,10,1,0,0,IN,0.45012443241975963,77.22916737388904,3,1,43.90531628420607,2025-09-13 22:48:54.323702
txn_144,1007,3.41,22,0,1,0,IN,0.0712567277652586,3.6547140029387912,3,0,56.76860089742172,2025-09-23 10:48:40.323702
txn_145,1490,42.5,4,0,1,0,DE,0.265046428325004,6.3502255354845385,0,1,61.153147599125546,2025-09-14 19:32:44.323702
txn_146,1647,117.3,8,1,0,0,IN,0.12138641815940643,286.36368854384415,3,1,42.39177446155536,2025-09-17 00:56:51.323702
txn_147,1769,73.68,20,0,0,1,US,0.6164997268950835,51.10785376344599,0,0,58.54159663723679,2025-10-10 11:56:52.323702
txn_148,1968,37.24,13,1,0,0,GB,0.9430758377447076,82.60461728225593,0,0,52.701682090560865,2025-09-13 03:28:01.323702
txn_149,1543,30.49,6,0,1,0,CN,0.2522410201733616,422.00046624691663,5,0,57.852454587235314,2025-09-26 03:45:20.323702
txn_150,1344,3829.5907113458966,12,1,0,0,IN,0.0054637322199942275,4.690271934250816,32,1,50.87169061558369,2025-09-15 18:10:06.323702
txn_151,1352,56.8,21,1,0,0,GB,0.8733229158608077,303.4206464624563,1,0,66.45414172629765,2025-09-13 20:06:03.323702
txn_152,1583,22.66,4,0,1,0,IN,0.19395386726777486,635.6206261639779,3,0,39.902571363233484,2025-09-15 04:17:11.323702
txn_153,1931,1.0,21,0,1,0,IN,0.7495454844688882,426.4849399774285,4,0,64.85747135799774,2025-09-22 11:49:18.323702
txn_154,1131,102.43,23,1,0,0,IN,0.6630420045004922,0.5644958170650612,1,0,44.81374847570267,2025-09-25 07:35:32.323702
txn_155,1582,52.46,13,0,1,0,IN,0.22543875546369385,364.1498171683618,0,0,37.66754004398172,2025-09-25 19:41:29.323702
txn_156,1914,25.16,18,1,0,0,IN,0.0585509292439792,122.04705250807646,4,0,42.58020464507095,2025-09-24 11:46:04.323702
txn_157,1627,5.17,14,0,0,1,CN,0.6425651995351915,164.0643929845793,2,0,31.282966977928716,2025-10-03 09:17:51.323702
txn_158,1074,107.76,15,1,0,0,US,0.9796467150338835,54.2027534655536,5,0,44.80817324105766,2025-10-04 00:18:38.323702
txn_159,1831,16.47,16,1,0,0,CN,0.7060190076640246,299.22635912226167,0,1,55.12275284784416,2025-09-30 08:15:20.323702
txn_160,1640,121.21,3,0,1,0,IN,0.6102251494776413,43.63055985836242,3,0,39.024169949536834,2025-09-29 18:52:52.323702
txn_161,1219,123.76,9,1,0,0,DE,0.44973984245054,449.7859194775379,0,0,39.83779547171346,2025-09-20 09:40:19.323702
txn_162,1618,5.18,10,1,0,0,US,0.41109560260070654,128.01121667836097,1,0,50.61814561104021,2025-09-25 22:38:44.323702
txn_163,1916,4.29,11,0,1,0,GB,0.49448113129509297,1166.9440475400497,1,0,55.11645390640433,2025-09-22 07:00:26.323702
txn_164,1914,29.53,20,0,1,0,IN,0.11409578488793337,49.19605911643089,1,1,59.87966862823454,2025-09-15 09:40:14.323702
txn_165,1572,157.37,10,1,0,0,DE,0.5435382173426461,25.577623640900484,2,1,75.05813456987417,2025-09-22 14:44:27.323702
txn_166,1056,88.46,1,0,1,0,US,0.7492837126957764,102.99546017326006,1,0,27.78410613708672,2025-10-07 13:22:46.323702
txn_167,1531,62.97,3,0,1,0,US,0.20488127415071256,630.7027203796463,3,1,49.00496784435221,2025-09-14 13:20:33.323702
txn_168,1880,2.2,23,1,0,0,CN,0.5387017979527142,206.6345217146676,0,0,45.71438941503506,2025-09-29 19:27:36.323702
txn_169,1708,267.01,23,1,0,0,IN,0.35667097414176474,425.00366084860116,1,0,58.814404962325874,2025-09-14 13:05:48.323702
txn_170,1943,181.81,17,1,0,0,GB,0.7932613504382544,114.2734634387131,4,0,38.6306798611845,2025-10-07 15:27:49.323702
txn_171,1365,6.97,8,0,1,0,US,0.9671266152591704,162.26226810881843,3,1,54.16626743566769,2025-10-04 15:24:52.323702
txn_172,1639,1.02,2,1,0,0,DE,0.8902580530178021,24.821040054164847,2,1,68.06861145269356,2025-09-17 16:54:08.323702
txn_173,1449,137.91,11,1,0,0,IN,0.8192551048714611,635.6341757736203,1,0,52.128704632780924,2025-09-27 14:44:49.323702
txn_174,1189,101.57,2,1,0,0,IN,0.45035097890541265,414.4832083451468,3,0,49.363763354107945,2025-09-26 11:35:03.323702
txn_175,1892,90.2,1,1,0,0,IN,0.6816694824016201,54.86403795913615,2,0,50.4533979659777,2025-09-14 03:31:04.323702
txn_176,1515,161.02,14,1,0,0,IN,0.03318935456242622,108.69858357036279,6,1,55.11549374663424,2025-10-05 07:01:45.323702
txn_177,1887,38.18,13,0,1,0,US,0.38040054897040965,1129.0851481057016,0,0,68.61703186620223,2025-10-09 04:37:54.323702
txn_178,1423,107.74,5,1,0,0,CN,0.29221823046189777,724.9619353841913,2,1,39.568249019823526,2025-09-26 05:42:28.323702
txn_179,1632,26.45,14,1,0,0,IN,0.12024722651167563,21.236502563555323,1,0,60.59532589966447,2025-09-16 17:56:50.323702
txn_180,1653,72.98,2,1,0,0,DE,0.5988082963834914,19.999440821623715,3,1,54.86183860869939,2025-09-27 19:20:29.323702
txn_181,1880,26.87,11,1,0,0,BR,0.8556960938375394,221.09567160264533,0,1,72.26016571308668,2025-09-23 14:58:00.323702
txn_182,1683,9.77,8,0,0,1,GB,0.8292867993167555,633.5371112264825,2,0,64.64288698303855,2025-09-22 20:47:14.323702
txn_183,1658,178.44,21,0,1,0,GB,0.5916971623063255,363.83724376589333,1,0,44.69548436696179,2025-09-22 19:03:42.323702
txn_184,1578,84.5,1,1,0,0,US,0.9838403128554378,93.98569774478138,2,0,57.22068382207456,2025-09-12 04:54:00.323702
txn_185,1379,50.74,12,1,0,0,IN,0.6107800710757683,98.83602837342363,1,0,51.553133095657124,2025-09-24 23:02:21.323702
txn_186,1135,2.99,0,1,0,0,FR,0.5720486433693008,215.6427302964188,2,0,41.107866511235386,2025-09-16 02:57:12.323702
txn_187,1570,56.65,8,1,0,0,GB,0.04485356802356866,179.67692381574014,2,1,52.120148643061924,2025-09-19 19:11:47.323702
txn_188,1455,88.92,12,0,1,0,IN,0.8237903842212947,930.7315181394468,1,0,50.55945720229076,2025-10-07 12:04:57.323702
txn_189,1657,9.73,0,1,0,0,IN,0.12102500048519305,162.87439925516424,1,0,43.755000259265366,2025-09-26 22:24:44.323702
txn_190,1040,227.41,8,0,1,0,CN,0.5986924023190974,209.23911098341586,1,0,52.24225157207369,2025-10-05 08:41:29.323702
txn_191,1604,5.5,15,0,0,1,FR,0.6948823736759592,228.10209425943003,1,0,39.19600609747668,2025-09-20 15:40:45.323702
txn_192,1048,19.47,22,0,1,0,IN,0.3873925856686593,572.8412569051208,1,0,52.42889438133697,2025-09-14 12:32:25.323702
txn_193,1799,138.27,11,0,0,1,US,0.31886681832113883,261.824828955025,3,0,59.12926216248292,2025-09-11 12:20:47.323702
txn_194,1932,83.02,4,0,1,0,IN,0.15445974722332378,7.733146319002998,3,0,60.27284313018825,2025-09-25 08:57:26.323702
txn_195,1391,36.28,19,1,0,0,US,0.10525918519701238,54.94607477933998,3,0,37.80314556808758,2025-09-26 07:40:43.323702
txn_196,1986,13.95,17,1,0,0,IN,0.48785119719240644,41.79509738051866,2,0,51.11800526627329,2025-09-17 23:29:54.323702
txn_197,1368,7.39,14,1,0,0,IN,0.9707421536772481,445.5546166070017,3,0,49.784150572042634,2025-10-10 05:28:40.323702
txn_198,1898,28.8,12,1,0,0,IN,0.34244797883471334,94.51503201155069,3,0,70.45281571763658,2025-09-27 00:01:27.323702
txn_199,1434,122.0,2,0,1,0,GB,0.5693773611822828,290.79709299598625,1,0,39.586119578181666,2025-10-08 00:47:19.323702
txn_200,1885,20.68,20,1,0,0,IN,0.4584664245692578,11.61649905621424,2,0,44.55779890276427,2025-09-22 23:43:38.323702
txn_201,1882,49.69,15,1,0,0,DE,0.49193110010572905,108.05324045339202,3,0,49.12950896401332,2025-10-03 22:46:26.323702
txn_202,1498,68.88,18,0,1,0,US,0.4434558363819041,276.4791749870087,4,0,35.464699424115125,2025-10-03 10:48:19.323702
txn_203,1146,29.91,2,1,0,0,US,0.6265925110932102,782.6621878694327,0,0,59.33183416951765,2025-09-29 18:28:46.323702
